Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage	Taxon mnemonic	Components	Genome assembly ID	Genome representation	interpro_IPR013902_count
UP000054032	Bipolaris oryzae ATCC 44560	930090	12000	C:99.4%[S:99.3%,D:0.1%],F:0.2%,M:0.4%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Pleosporaceae, Bipolaris, Cochliobolus miyabeanus	COCMI	Unassembled WGS sequence	GCA_000523455.1	full	0
UP000054097	Serendipita vermifera MAFF 305830	933852	15021	C:90.0%[S:86.1%,D:3.9%],F:2.8%,M:7.2%,n:2898	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Sebacinales, Serendipitaceae, Serendipita, Serendipita vermifera subsp. bescii	SERVB	Unassembled WGS sequence	GCA_000827415.1	full	0
UP000054107	Parasitella parasitica	35722	13357	C:96.4%[S:96.2%,D:0.2%],F:1.6%,M:2.1%,n:2449	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Mucoromycota, Mucoromycotina, Mucoromycetes, Mucorales, Mucorineae, Mucoraceae, Parasitella	9FUNG	Unassembled WGS sequence	GCA_000938895.1	full	0
UP000054144	Fistulina hepatica ATCC 64428	1128425	9322	C:70.8%[S:69.5%,D:1.4%],F:2.6%,M:26.6%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Schizophyllineae, Fistulinaceae, Fistulina, Fistulina hepatica	9AGAR	Unassembled WGS sequence	GCA_000934395.1	full	0
UP000054166	Piloderma croceum (strain F 1598)	765440	21360	C:97.3%[S:96.4%,D:0.8%],F:1.9%,M:0.9%,n:2898	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Atheliales, Atheliaceae, Piloderma, Piloderma croceum	PILCF	Unassembled WGS sequence	GCA_000827315.1	full	4
UP000054196	Punctularia strigosozonata (strain HHB-11173) (White-rot fungus)	741275	2093	C:10.2%[S:10.1%,D:0.1%],F:0.2%,M:89.6%,n:2898	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Corticiales, Punctulariaceae, Punctularia, Punctularia strigosozonata	PUNST	Unassembled WGS sequence	GCA_000264995.1	full	0
UP000054248	Tulasnella calospora MUT 4182	1051891	19357	C:82.2%[S:79.1%,D:3.1%],F:7.4%,M:10.4%,n:2898	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Cantharellales, Tulasnellaceae, Tulasnella, Tulasnella calospora	9AGAM	Unassembled WGS sequence	GCA_000827465.1	full	3
UP000054251	Debaryomyces fabryi	58627	6022	C:96.4%[S:96.2%,D:0.1%],F:2.8%,M:0.9%,n:2137	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Pichiomycetes, Serinales, Debaryomycetaceae, Debaryomyces	9ASCO	Unassembled WGS sequence	GCA_001447935.2	full	6
UP000054266	Phialophora macrospora	1851006	11503	C:98.4%[S:91.2%,D:7.2%],F:0.2%,M:1.4%,n:6265	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Chaetothyriomycetidae, Chaetothyriales, Herpotrichiellaceae, Phialophora	9EURO	Unassembled WGS sequence	GCA_000835435.1	full	0
UP000054270	Hypholoma sublateritium (strain FD-334 SS-4)	945553	17638	C:98.3%[S:97.4%,D:0.9%],F:0.9%,M:0.8%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Agaricineae, Strophariaceae, Hypholoma, Hypholoma sublateritium	HYPSF	Unassembled WGS sequence	GCA_000827495.1	full	3
UP000054302	Exophiala mesophila (Black yeast-like fungus)	212818	10000	C:95.2%[S:87.2%,D:8.0%],F:0.4%,M:4.4%,n:6265	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Chaetothyriomycetidae, Chaetothyriales, Herpotrichiellaceae, Exophiala	EXOME	Unassembled WGS sequence	GCA_000836275.1	full	0
UP000054304	Lachancea lanzarotensis	1245769	5055	C:99.9%[S:99.8%,D:0.0%],F:0.0%,M:0.1%,n:2137	Outlier (low value)	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Lachancea	9SACH	Unassembled WGS sequence	GCA_000938715.1	full	0
UP000054321	Oidiodendron maius (strain Zn)	913774	16697	C:96.3%[S:95.7%,D:0.6%],F:2.0%,M:1.7%,n:3234	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Leotiomycetes, Leotiomycetes incertae sedis, Myxotrichaceae, Oidiodendron, Oidiodendron maius	OIDMZ	Unassembled WGS sequence	GCA_000827325.1	full	0
UP000054337	Bipolaris victoriae (strain FI3) (Victoria blight of oats agent) (Cochliobolus victoriae)	930091	12879	C:99.4%[S:99.3%,D:0.0%],F:0.2%,M:0.5%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Pleosporaceae, Bipolaris, Cochliobolus victoriae	BIPV3	Unassembled WGS sequence	GCA_000527765.2	full	0
UP000054342	Exophiala xenobiotica	348802	12773	C:99.2%[S:91.5%,D:7.7%],F:0.3%,M:0.6%,n:6265	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Chaetothyriomycetidae, Chaetothyriales, Herpotrichiellaceae, Exophiala	9EURO	Unassembled WGS sequence	GCA_000835505.1	full	0
UP000054350	Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus)	578462	19092	C:86.9%[S:23.2%,D:63.7%],F:2.1%,M:10.9%,n:758	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Blastocladiomycota, Blastocladiomycetes, Blastocladiales, Blastocladiaceae, Allomyces, Allomyces macrogynus	ALLM3	Unassembled WGS sequence	GCA_000151295.1	full	0
UP000054454	Pneumocystis carinii (strain B80) (Rat pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. carinii)	1408658	3641	C:76.6%[S:76.4%,D:0.2%],F:1.3%,M:22.1%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, Taphrinomycotina, Pneumocystomycetes, Pneumocystales, Pneumocystaceae, Pneumocystis, Pneumocystis carinii	PNEC8	Unassembled WGS sequence	GCA_001477545.1	full	0
UP000054466	Cladophialophora immunda	569365	13606	C:98.2%[S:90.4%,D:7.9%],F:0.3%,M:1.5%,n:6265	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Chaetothyriomycetidae, Chaetothyriales, Herpotrichiellaceae, Cladophialophora	9EURO	Unassembled WGS sequence	GCA_000835495.1	full	0
UP000054477	Laccaria amethystina LaAM-08-1	1095629	20893	C:97.6%[S:96.1%,D:1.5%],F:1.4%,M:1.0%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Agaricineae, Hydnangiaceae, Laccaria, Laccaria amethystina	9AGAR	Unassembled WGS sequence	GCA_000827195.1	full	5
UP000054481	Hirsutella minnesotensis 3608	1043627	9072	C:59.4%[S:58.7%,D:0.8%],F:1.3%,M:39.3%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Ophiocordycipitaceae, Hirsutella, Hirsutella minnesotensis	9HYPO	Unassembled WGS sequence	GCA_000956045.1	full	0
UP000054485	Suillus luteus UH-Slu-Lm8-n1	930992	18277	C:98.3%[S:97.2%,D:1.1%],F:1.1%,M:0.6%,n:4878	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Boletales, Suillineae, Suillaceae, Suillus, Suillus luteus	9AGAM	Unassembled WGS sequence	GCA_000827255.1	full	0
UP000054516	Rosellinia necatrix (White root-rot fungus)	77044	12440	C:96.9%[S:96.6%,D:0.2%],F:1.9%,M:1.2%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Xylariomycetidae, Xylariales, Xylariaceae, Rosellinia	ROSNE	Unassembled WGS sequence	GCA_001445595.3	full	0
UP000054524	Nematocida ausubeli (strain ATCC PRA-371 / ERTm2) (Nematode killer fungus)	1913371	2428	C:99.2%[S:98.8%,D:0.3%],F:0.2%,M:0.7%,n:600	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Microsporidia, Microsporidia incertae sedis, Nematocida	NEMA1	Unassembled WGS sequence	GCA_000738915.1	full	0
UP000054544	Metarhizium anisopliae BRIP 53293	1291518	11404	C:96.9%[S:96.5%,D:0.4%],F:1.3%,M:1.8%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Clavicipitaceae, Metarhizium, Metarhizium anisopliae	METAN	Unassembled WGS sequence	GCA_000426965.1	full	0
UP000054549	Amanita muscaria (strain Koide BX008)	946122	17954	C:96.3%[S:94.7%,D:1.6%],F:1.3%,M:2.4%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Pluteineae, Amanitaceae, Amanita, Amanita muscaria	AMAMK	Unassembled WGS sequence	GCA_000827485.1	full	9
UP000054564	Puccinia striiformis f. sp. tritici PST-78	1165861	19932	C:94.9%[S:85.0%,D:9.9%],F:1.6%,M:3.5%,n:1764	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Pucciniomycotina, Pucciniomycetes, Pucciniales, Pucciniaceae, Puccinia, Puccinia striiformis, Puccinia striiformis f. sp. tritici	9BASI	Unassembled WGS sequence	GCA_001191645.1	full	0
UP000054771	Aspergillus calidoustus	454130	15359	C:96.0%[S:94.7%,D:1.3%],F:3.1%,M:1.0%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Nidulantes	ASPCI	Unassembled WGS sequence	GCA_001511075.1	full	0
UP000054845	Ceraceosorus bombacis	401625	8017	C:86.8%[S:86.7%,D:0.1%],F:3.8%,M:9.4%,n:1764	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Ustilaginomycotina, Exobasidiomycetes, Ceraceosorales, Ceraceosoraceae, Ceraceosorus	9BASI	Unassembled WGS sequence	GCA_900000165.1	full	0
UP000054988	Moniliophthora roreri (Frosty pod rot fungus) (Monilia roreri)	221103	19789	C:91.5%[S:90.2%,D:1.3%],F:2.6%,M:5.9%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Marasmiineae, Marasmiaceae, Moniliophthora	MONRR	Unassembled WGS sequence	GCA_001466705.1	full	0
UP000059188	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani)	1108050	12613	C:88.7%[S:87.9%,D:0.8%],F:3.0%,M:8.3%,n:2898	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Cantharellales, Ceratobasidiaceae, Rhizoctonia, Rhizoctonia solani, Rhizoctonia solani AG-1	THACB	Unassembled WGS sequence	GCA_000832345.2	full	0
UP000070054	Colletotrichum nymphaeae SA-01	1460502	14402	C:97.5%[S:97.5%,D:0.0%],F:0.9%,M:1.6%,n:6841	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Glomerellales, Glomerellaceae, Colletotrichum, Colletotrichum acutatum species complex, Colletotrichum nymphaeae	9PEZI	Unassembled WGS sequence	GCA_001563115.1	full	0
UP000070133	Pseudocercospora eumusae	321146	11956	C:91.0%[S:85.2%,D:5.8%],F:0.4%,M:8.5%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Mycosphaerellales, Mycosphaerellaceae, Pseudocercospora	9PEZI	Unassembled WGS sequence	GCA_001578235.1	full	0
UP000070444	Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata)	796925	10567	C:79.8%[S:78.5%,D:1.3%],F:4.7%,M:15.4%,n:758	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Zoopagomycota, Entomophthoromycotina, Entomophthoromycetes, Entomophthorales, Ancylistaceae, Conidiobolus, Conidiobolus coronatus	CONC2	Unassembled WGS sequence	GCA_001566745.1	full	0
UP000070501	Microdochium bolleyi	196109	13164	C:95.9%[S:95.6%,D:0.3%],F:2.2%,M:1.9%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Xylariomycetidae, Xylariales, Microdochiaceae, Microdochium	9PEZI	Unassembled WGS sequence	GCA_001566295.1	full	0
UP000070544	Gonapodya prolifera (strain JEL478) (Monoblepharis prolifera)	1344416	13801	C:83.6%[S:80.9%,D:2.8%],F:3.3%,M:13.1%,n:758	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Chytridiomycota, Chytridiomycota incertae sedis, Monoblepharidomycetes, Monoblepharidales, Gonapodyaceae, Gonapodya, Gonapodya prolifera	GONPJ	Unassembled WGS sequence	GCA_001574975.1	full	0
UP000070700	Mollisia scopiformis (Conifer needle endophyte fungus) (Phialocephala scopiformis)	149040	18561	C:98.2%[S:98.1%,D:0.2%],F:1.4%,M:0.4%,n:5177	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Leotiomycetes, Helotiales, Mollisiaceae, Mollisia	MOLSC	Unassembled WGS sequence	GCA_001500285.1	full	0
UP000070720	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	229533	14146	C:99.6%[S:99.5%,D:0.1%],F:0.2%,M:0.2%,n:4494	Standard	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Nectriaceae, Fusarium, Fusarium sambucinum species complex, Gibberella zeae	GIBZE	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Mitochondrion MT	GCA_900044135.1	full	0
UP000076584	Colletotrichum incanum	1573173	12795	C:93.0%[S:92.8%,D:0.2%],F:0.1%,M:6.9%,n:6841	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Glomerellales, Glomerellaceae, Colletotrichum, Colletotrichum spaethianum species complex	9PEZI	Unassembled WGS sequence	GCA_001625285.1	full	0
UP000076632	Xylona heveae (strain CBS 132557 / TC161)	1328760	8201	C:99.3%[S:99.1%,D:0.2%],F:0.2%,M:0.5%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Xylonomycetes, Xylonales, Xylonaceae, Xylona, Xylona heveae	XYLHT	Unassembled WGS sequence	GCA_001619985.1	full	0
UP000076722	Sistotremastrum niveocremeum HHB9708	1314777	13037	C:96.2%[S:95.7%,D:0.5%],F:1.1%,M:2.7%,n:2898	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Sistotremastrales, Sistotremastraceae, Sertulicium, Sertulicium niveocremeum	9AGAM	Unassembled WGS sequence	GCA_001630475.1	full	0
UP000076727	Daedalea quercina L-15889	1314783	12170	C:98.7%[S:98.3%,D:0.5%],F:0.9%,M:0.4%,n:4464	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Polyporales, Fomitopsidaceae, Fomitopsis, Fomitopsis quercina	9APHY	Unassembled WGS sequence	GCA_001632345.1	full	0
UP000076738	Calocera viscosa (strain TUFC12733)	1330018	12323	C:98.0%[S:96.5%,D:1.4%],F:1.1%,M:1.0%,n:1764	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Dacrymycetes, Dacrymycetales, Dacrymycetaceae, Calocera, Calocera viscosa	CALVF	Unassembled WGS sequence	GCA_001630345.1	full	6
UP000076744	Cordyceps fumosorosea (strain ARSEF 2679) (Isaria fumosorosea)	1081104	10050	C:95.6%[S:95.4%,D:0.2%],F:2.1%,M:2.3%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Cordycipitaceae, Cordyceps, Cordyceps fumosorosea	CORFA	Unassembled WGS sequence	GCA_001636725.1	full	0
UP000076761	Neolentinus lepideus HHB14362 ss-1	1314782	13108	C:99.3%[S:98.8%,D:0.5%],F:0.3%,M:0.4%,n:2898	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Gloeophyllales, Gloeophyllaceae, Neolentinus, Neolentinus lepideus	9AGAM	Unassembled WGS sequence	GCA_001632425.1	full	1
UP000076798	Sistotremastrum suecicum HHB10207 ss-3	1314776	13633	C:96.6%[S:96.1%,D:0.5%],F:1.1%,M:2.3%,n:2898	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Sistotremastrales, Sistotremastraceae, Sistotremastrum, Sistotremastrum suecicum	9AGAM	Unassembled WGS sequence	GCA_001632355.1	full	0
UP000076842	Calocera cornea HHB12733	1353952	13078	C:96.5%[S:95.9%,D:0.6%],F:0.9%,M:2.6%,n:1764	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Dacrymycetes, Dacrymycetales, Dacrymycetaceae, Calocera, Calocera cornea	9BASI	Unassembled WGS sequence	GCA_001632435.1	full	0
UP000076871	Laetiporus sulphureus 93-53	1314785	13712	C:98.9%[S:97.8%,D:1.2%],F:0.5%,M:0.6%,n:4464	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Polyporales, Laetiporaceae, Laetiporus, Laetiporus sulphureus	9APHY	Unassembled WGS sequence	GCA_001632365.1	full	0
UP000076874	Niveomyces insectorum RCEF 264	1081102	9495	C:92.3%[S:92.1%,D:0.2%],F:2.5%,M:5.2%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Cordycipitaceae, Niveomyces, Niveomyces insectorum	9HYPO	Unassembled WGS sequence	GCA_001636815.1	full	0
UP000076881	Akanthomyces lecanii RCEF 1005	1081108	11019	C:97.8%[S:97.4%,D:0.3%],F:1.2%,M:1.0%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Cordycipitaceae, Akanthomyces, Cordyceps confragosa	CORDF	Unassembled WGS sequence	GCA_001636795.1	full	0
UP000077051	Mucor lusitanicus CBS 277.49	747725	11586	C:91.5%[S:91.3%,D:0.2%],F:6.4%,M:2.1%,n:2449	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Mucoromycota, Mucoromycotina, Mucoromycetes, Mucorales, Mucorineae, Mucoraceae, Mucor, Mucor circinelloides f. lusitanicus	MUCCL	Unassembled WGS sequence	GCA_001638945.1	full	0
UP000077069	Paraphaeosphaeria sporulosa	1460663	14732	C:95.7%[S:95.5%,D:0.2%],F:1.0%,M:3.3%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Massarineae, Didymosphaeriaceae, Paraphaeosphaeria	9PLEO	Unassembled WGS sequence	GCA_001642045.1	full	0
UP000077115	Batrachochytrium dendrobatidis (strain JEL423)	403673	9531	C:82.5%[S:73.9%,D:8.6%],F:4.0%,M:13.6%,n:758	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Chytridiomycota, Chytridiomycota incertae sedis, Chytridiomycetes, Rhizophydiales, Rhizophydiales incertae sedis, Batrachochytrium, Batrachochytrium dendrobatidis	BATDL	Mitochondrion; Unassembled WGS sequence	GCA_000149865.1	full	0
UP000077248	Alternaria alternata (Alternaria rot fungus) (Torula alternata)	5599	13463	C:98.7%[S:98.6%,D:0.1%],F:0.4%,M:0.9%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Pleosporaceae, Alternaria, Alternaria sect. Alternaria, Alternaria alternata complex	ALTAL	Unassembled WGS sequence	GCA_001642055.1	full	0
UP000077266	Exidia glandulosa HHB12029	1314781	26313	C:94.9%[S:81.4%,D:13.5%],F:1.3%,M:3.8%,n:2898	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Auriculariales, Exidiaceae, Exidia, Exidia glandulosa	EXIGL	Unassembled WGS sequence	GCA_001632375.1	full	5
UP000077315	Phycomyces blakesleeanus (strain ATCC 8743b / DSM 1359 / FGSC 10004 / NBRC 33097 / NRRL 1555)	763407	16155	C:92.5%[S:91.4%,D:1.1%],F:3.3%,M:4.1%,n:2449	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Mucoromycota, Mucoromycotina, Mucoromycetes, Mucorales, Phycomycetaceae, Phycomyces, Phycomyces blakesleeanus	PHYB8	Unassembled WGS sequence	GCA_001638985.2	full	0
